"","filename","model","model_year","vin","price","mileage","color","transmission","engine_displacement","name_seller","street","phone","website"
"1326","1326.txt"," Lexus CT 200h Premium","2013 ","JTHKD5BH7D2160740","$27,699","15,896","Exterior: Nebula Gray PearlInterior: Caramel","Continuously Variable ","1.8","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1327","1327.txt"," Lexus IS 250","2014 ","JTHBF1D2XE5013002","$35,999","20,066","Exterior: ObsidianInterior: Black","6-Speed Automatic Electronic with ECT-i","2.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1328","1328.txt"," Chevrolet Impala LS","2006 ","2G1WB58K069270473","$4,998","109,166",NA,"4-Speed Automatic w",NA,"Auto World ","4011 Pimlico Dr Pleasanton, CA 94588","(925) 357-9603","www.bayareaautoworld.com"
"1329","1329.txt"," Lexus ES 300h","2013 ","JTHBW1GG5D2006000","$36,650","10,627","Exterior: ObsidianInterior: Parchment","eCVT","2.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1330","1330.txt"," Acura MDX 3.5L Technology Package","2015 ","5FRYD3H44FB002407","$44,399","16,963","Exterior: White Diamond PearlInterior: Ebony","6-Speed Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1331","1331.txt"," Ford F150 Super Cab XL Pickup 4D 6 1","2006 ","1FTPX12536KB31770","$10,998","147,447","Exterior: BrownInterior: Black","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1332","1332.txt"," Nissan Frontier King Cab Super Charger Pickup 2D 6 ft","2004 ","1N6MD26Y44C456955","$8,998","131,955","Exterior: PewterInterior: Gray","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1333","1333.txt"," Honda CR-V EX-L Sport Utility 4D","2008 ","JHLRE38708C048154","$11,998","142,124","Exterior: BlackInterior: Black","Automatic","4-","Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1334","1334.txt"," Honda CR-V EX Sport Utility 4D","2003 ","JHLRD78843C014360","$7,998","147,619","Exterior: BlackInterior: Black","Automatic","4-","Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1335","1335.txt"," Chevrolet Silverado 1500 Extended Cab Work Truck Pickup 4D 6 1","2010 ","1GCSKPE34AZ286107","$16,998","121,059","Exterior: WhiteInterior: No Color","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1336","1336.txt"," Chevrolet Avalanche 1500 Sport Utility Pickup 4D","2002 ","3GNEK13T02G277457","$8,998","159,713","Exterior: PewterInterior: No Color","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1337","1337.txt"," Chevrolet Impala LS Sedan 4D","2008 ","2G1WB58K181238052","$6,998","133,549","Exterior: SilverInterior: Black","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1338","1338.txt"," Chevrolet Camaro LT Coupe 2D","2010 ","2G1FC1EV3A9203010","$16,888","132,393","Exterior: BurgundyInterior: Black","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1339","1339.txt"," Lexus RX RX 350 Sport Utility 4D","2007 ","2T2GK31U47C009436","$13,998","122,127","Exterior: CharcoalInterior: Gray","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1340","1340.txt"," Honda Accord LX Sedan 4D","2004 ","JHMCM563X4C014779","$5,998","225,000","Exterior: BlueInterior: Gray","Automatic","4-","Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1341","1341.txt"," BMW 3 Series 335i xDrive Sedan 4D","2011 ","WBAPL5C54BA917026","$21,998","72,265","Exterior: CharcoalInterior: Black","Automatic","6-","Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1342","1342.txt"," Chevrolet Tahoe LT Sport Utility 4D","2011 ","1GNSKBE02BR199548","$26,888","79,750","Exterior: SilverInterior: Black","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1343","1343.txt"," Toyota Sequoia SR5 Sport Utility 4D","2006 ","5TDZT34A46S283768","$15,998","68,139","Exterior: WhiteInterior: Gray","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1344","1344.txt"," Honda Accord EX-L Coupe 2D","2011 ","1HGCS1B81BA012303","$14,888","72,897","Exterior: BlackInterior: Black","Automatic","4-","Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1345","1345.txt"," Lexus IS IS 350 Sport Sedan 4D","2009 ","JTHBE262092017265","$15,998","157,531","Exterior: WhiteInterior: Black","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1346","1346.txt"," Dodge Challenger SE Coupe 2D","2010 ","2B3CJ4DV8AH321564","$16,888","97,060","Exterior: BlackInterior: Black","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1347","1347.txt"," Chevrolet Silverado 1500 Extended Cab LT Pickup 4D 6 1","2006 ","1GCEK19Z36Z242681","$10,998","146,754","Exterior: SilverInterior: Gray","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1348","1348.txt"," GMC Yukon Denali Sport Utility 4D","2004 ","1GKEK63U74J304402","$12,998","111,000","Exterior: PewterInterior: Gray","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1349","1349.txt"," Chevrolet Impala LT Sedan 4D","2009 ","2G1WT57N691310907","$8,998","86,100","Exterior: BlackInterior: Tan","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1350","1350.txt"," Mitsubishi Lancer 36616","2014 ","JA32U2FU5EU010668","$11,998","36,212","Exterior: BlueInterior: Black","Automatic","4-","Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1351","1351.txt"," Cadillac CTS Sedan 4D","2003 ","1G6DM57N830123573","$9,998","134,404","Exterior: BlackInterior: Tan","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1352","1352.txt"," Jeep Liberty Sport Utility 4D","2006 ","1J4GL48K06W255475","$7,998","113,824","Exterior: WhiteInterior: Black","Automatic",NA,"Calidad Motors ","1125 Detroit Ave Concord, CA 94520","(925) 961-3844","www.calidadmotors.net"
"1353","1353.txt"," Lexus GS 350","2013 ","JTHBE1BL6D5007209","$36,599","27,494","Exterior: Satin Cashmere MetallicInterior: Flaxen","6-Speed Automatic with Sequential Shift","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1354","1354.txt"," Toyota Sienna LE","2012 ","5TDJK3DC8CS046990","$21,985","47,820","Exterior: Silver","6-Speed Automatic",NA,"Auto World ","4011 Pimlico Dr Pleasanton, CA 94588","(925) 357-9603","www.bayareaautoworld.com"
"1355","1355.txt"," Lexus IS 250","2014 ","JTHBF1D27E5009828","$35,299","28,416","Exterior: Atomic SilverInterior: Light Gray","6-Speed Automatic Electronic with ECT-i","2.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1356","1356.txt"," Lexus ES 350","2013 ","JTHBK1GG8D2055168","$35,999","27,649","Exterior: Satin Cashmere MetallicInterior: Parchment","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1357","1357.txt"," Lexus IS 250 C","2011 ","JTHFF2C2XB2519077","$28,499","53,163","Exterior: GrayInterior: Black","6-Speed","2.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1358","1358.txt"," Toyota RAV4","2012 ","2T3BF4DV5CW226846","$18,998","33,083","Exterior: White","4-Speed Automatic w",NA,"Auto World ","4011 Pimlico Dr Pleasanton, CA 94588","(925) 357-9603","www.bayareaautoworld.com"
"1359","1359.txt"," Lexus LS 460","2013 ","JTHBL5EF2D5114180","$57,999","31,288","Exterior: Liquid PlatinumInterior: Black","8-Speed Automatic with Sequential Shift","4.6","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1360","1360.txt"," Lexus RX 350","2012 ","JTJBK1BA7C2445176","$36,199","38,739","Exterior: ObsidianInterior: Black","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1361","1361.txt"," Dodge Challenger SXT","2013 ","2C3CDYAG5DH645907","$18,998","34,940",NA,"5-Speed Automatic",NA,"Auto World ","4011 Pimlico Dr Pleasanton, CA 94588","(925) 357-9603","www.bayareaautoworld.com"
"1362","1362.txt"," Lexus GX 460 Premium","2012 ","JTJJM7FX7C5044006","$42,599","53,168","Exterior: Starfire PearlInterior: Ecru","6-Speed Automatic with Sequential Shift ECT","4.6","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1363","1363.txt"," Lexus RX 350","2015 ","2T2BK1BAXFC252881","$45,699","14,928","Exterior: ObsidianInterior: Black","Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1364","1364.txt"," Lexus RX 350","2015 ","2T2BK1BAXFC261306","$45,999","18,534","Exterior: Starfire PearlInterior: Parchment","Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1365","1365.txt"," Chrysler PT Cruiser Touring","2007 ","3C3JY55E37T626335","$8,985","61,765","Exterior: Silver","4-Speed Automatic w",NA,"Auto World ","4011 Pimlico Dr Pleasanton, CA 94588","(925) 357-9603","www.bayareaautoworld.com"
"1366","1366.txt"," Lexus IS 250","2012 ","JTHBF5C20C5176067","$27,000","41,151","Exterior: GrayInterior: Ecru","6-Speed","2.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1367","1367.txt"," Lexus ES 350","2013 ","JTHBK1GG3D2080527","$33,999","28,574","Exterior: Silver Lining MetallicInterior: Black","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1368","1368.txt"," Lexus ES 350","2012 ","JTHBK1EG2C2506239","$29,799","24,772","Exterior: Satin Cashmere MetallicInterior: Saddle Tan","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1369","1369.txt"," Lexus RX 350","2012 ","JTJBK1BA2C2441665","$33,988","49,160","Exterior: GrayInterior: Light Gray","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1370","1370.txt"," Toyota Venza","2012 ","4T3BK3BB0CU073257","$23,999","49,477","Exterior: Magnetic Gray MetallicInterior: Light Gray","6-Speed Automatic Electronic with Overdrive","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1371","1371.txt"," Lexus RX 350","2013 ","2T2BK1BA5DC206226","$39,399","25,643","Exterior: Silver Lining MetallicInterior: Black","Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1372","1372.txt"," Lexus RX 350","2014 ","2T2BK1BA7EC245689","$39,899","26,816","Exterior: Nebula Gray Pearl","Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1373","1373.txt"," Lexus ES 350","2014 ","JTHBK1GG4E2125279","$36,899","13,086","Exterior: ObsidianInterior: Black","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1374","1374.txt"," Lexus IS 350","2014 ","JTHBE1D27E5004809","$38,399","14,172","Exterior: Matador Red MicaInterior: Black","8-Speed Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1375","1375.txt"," Lexus GS 350","2013 ","JTHBE1BL7D5024164","$37,999","28,662","Exterior: Liquid PlatinumInterior: Flaxen","6-Speed Automatic with Sequential Shift","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1376","1376.txt"," Lexus RX 350","2013 ","2T2ZK1BAXDC090018","$31,799","58,514","Exterior: Stargazer BlackInterior: Black","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1377","1377.txt"," Lexus RX 350","2013 ","JTJBK1BA9D2452146","$35,979","35,593","Exterior: Nebula Gray PearlInterior: Black","Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1378","1378.txt"," BMW X1 sDrive28i","2015 ","WBAVM1C51FVW57518","$29,899","14,511","Exterior: Valencia Orange MetallicInterior: Beige","8-Speed Automatic Steptronic","2.0","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1379","1379.txt"," Lexus GS 350","2013 ","JTHBE1BL6D5002723","$34,999","30,921","Exterior: Nebula Gray PearlInterior: Black","6-Speed Automatic with Sequential Shift","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1380","1380.txt"," Mercedes-Benz E-Class E350","2012 ","WDDHF5KB3CA610802","$26,399","65,971","Exterior: BlackInterior: Black","7G-TRONIC PLUS 7-Speed Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1381","1381.txt"," Lexus IS 250","2013 ","JTHBF5C2XD5185568","$27,399","20,676","Exterior: REDInterior: TAN","6-Speed Automatic Electronic with ECT-i","2.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1382","1382.txt"," Lexus RX 350","2013 ","2T2BK1BA7DC172449","$35,899","29,149","Exterior: Black","Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1383","1383.txt"," Volkswagen CC 2.0T Lux","2013 ","WVWRP7AN8DE554904","$24,299","13,067","Exterior: BrownInterior: Desert Beige","6-Speed Automatic DSG","2.0","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1384","1384.txt"," Lexus RX 450h","2012 ","JTJBC1BA4C2048845","$36,299","47,368","Exterior: Black Opal Mica","eCVT","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1385","1385.txt",NA,NA,"JH4KC1F51FC000555",NA,NA,"Exterior: Bellanova White PearlInterior: Ebony","Automatic","3.5","Acura of Fremont ","5700 Cushing Pkwy Fremont, CA 94538","(510) 788-2855","www.acuraoffremont.com"
"1386","1386.txt"," Lexus RX 350","2014 ","2T2ZK1BAXEC134469","$38,399","30,531","Exterior: ObsidianInterior: Black","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1387","1387.txt"," Lexus RX 350","2011 ","2T2BK1BA9BC095578","$27,899","40,697","Exterior: ObsidianInterior: Black","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1388","1388.txt"," Toyota Prius III 5dr HB III","2010 ","JTDKN3DU4A0204956","$11,888","97,450","Exterior: WhiteInterior: White","A","1.8","A&H Motors ","2521 Monument Blvd Concord, CA 94520","(925) 892-3085","www.ahmotors.com"
"1389","1389.txt"," Lexus ES 300h","2013 ","JTHBW1GG6D2018480","$35,099","24,284","Exterior: Matador Red MicaInterior: Black","eCVT","2.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1390","1390.txt"," Lexus ES 350","2014 ","JTHBK1GGXE2118756","$36,899","6,227","Exterior: ObsidianInterior: Black","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1391","1391.txt"," Lexus RX 450h","2013 ","JTJBC1BA1D2437508","$36,899","77,816","Exterior: Starfire PearlInterior: Black","eCVT","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1392","1392.txt"," Mercedes-Benz SL500 2Dr Roadster 5.0L","2004 ","WDBSK75F04F064842","$23,995","54,969","Exterior: WhiteInterior: Ash w","Automatic 7-Speed","5.0","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1393","1393.txt"," Toyota Corolla L","2013 ","5YFBU4EE4DP204949","$12,995","61,091","Exterior: Classic Silver MetallicInterior: Ash w","Automatic 4-Speed","1.8","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1394","1394.txt"," Toyota Corolla L","2013 ","5YFBU4EE9DP205515","$12,995","55,391","Exterior: Super WhiteInterior: Ash w","Automatic 4-Speed","1.8","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1395","1395.txt"," Ford Focus SE","2013 ","1FADP3F22DL337674","$11,995","58,133","Exterior: Sterling Gray MetallicInterior: Charcoal Black w","6-Speed PowerShift Automatic","2.0","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1396","1396.txt"," Dodge Ram 1500 SLT","2011 ","1D7RV1CT9BS586344","$25,995","61,514","Exterior: Bright White ClearcoatInterior: Dark Slate w","Automatic 5-Speed","5.7","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1397","1397.txt"," Honda Pilot EX","2011 ","5FNYF4H49BB019148","$22,995","61,408","Exterior: Dark Cherry PearlInterior: Gray w","Automatic 5-Speed","3.5","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1398","1398.txt"," Toyota Camry SE","2013 ","4T1BF1FK1DU266126","$14,995","63,341","Exterior: Attitude Black Metallic","Automatic 6-Speed","2.5","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1399","1399.txt"," Toyota Tacoma Base V6","2009 ","5TELU42N99Z592786","$22,995","109,188","Exterior: Barcelona Red MetallicInterior: Sand Beige w","Automatic 5-Speed","4.0","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1400","1400.txt"," Mercedes-Benz E350 4Dr Sdn E350 Luxury Rwd","2011 ","WDDHF5GB1BA363478","$25,995","49,058","Exterior: Indium Gray MetallicInterior: Black w","Automatic 7-Speed","3.5","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1401","1401.txt"," Toyota Tacoma Dbl Cab 4x4","2006 ","5TELU42N36Z165373","$23,995","91,892","Exterior: Super WhiteInterior: Taupe w","Automatic 5-Speed","4.0","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1402","1402.txt"," Mercedes-Benz E350 4Dr Sdn E350 Luxury Rwd","2011 ","WDDHF5GB6BA366151","$27,995","36,891","Exterior: BlackInterior: Ash","Automatic 7-Speed","3.5","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1403","1403.txt"," Chevrolet Sonic LT Auto","2013 ","1G1JC5SH2D4194257","$10,995","54,748","Exterior: Summit WhiteInterior: Dark Pewter","Automatic 6-Speed","1.8","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1404","1404.txt"," Chevrolet Sonic LT Auto","2013 ","1G1JC6SH4D4199630","$10,995","52,523","Exterior: Silver Ice MetallicInterior: Dark Pewter","Automatic 6-Speed","1.8","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1405","1405.txt"," Chevrolet Silverado 1500 LTZ","2008 ","2GCEK13M481183763","$27,995","89,551","Exterior: Summit WhiteInterior: Dark Titanium w","Automatic 4-Speed","5.3","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1406","1406.txt"," Chevrolet Tahoe LS","2005 ","1GNEC13V55R178426","$13,995","76,193","Exterior: Dark Gray MetallicInterior: Gray","Automatic 4-Speed","4.8","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1407","1407.txt"," Toyota Camry XLE V6","2007 ","4T1BK46K87U519699","$10,995","89,611","Exterior: Super WhiteInterior: Ash w","Automatic 6-Speed","3.5","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1408","1408.txt"," Toyota Camry LE","2010 ","4T1BF3EK7AU084357","$11,995","84,249","Exterior: Classic Silver MetallicInterior: Ash w","Automatic","2.5","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1409","1409.txt"," Hyundai Sonata GLS","2014 ","5NPEB4AC4EH881697","$14,995","32,401","Exterior: Pearl WhiteInterior: Gray w","Automatic 6-Speed","2.4","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1410","1410.txt"," Toyota Matrix XRS","2010 ","2T1ME4EE2AC005917","$11,995","93,948","Exterior: Radiant RedInterior: Dark Charcoal w","Automatic","2.4","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1411","1411.txt"," Hyundai Sonata GLS","2014 ","5NPEB4ACXEH859610","$14,995","32,545","Exterior: Pacific Blue PearlInterior: Gray w","Automatic 6-Speed","2.4","JustBetterCars","901 Riverside Ave Roseville, CA 95678","(916) 668-6477","JustBetterCars.com"
"1412","1412.txt"," Acura TL Tech","2014 ","19UUA8F50EA005220",NA,"18,716","Exterior: Graphite Luster MetallicInterior: Ebony","Automatic","3.5","Acura of Fremont ","5700 Cushing Pkwy Fremont, CA 94538","(510) 788-2855","www.acuraoffremont.com"
"1413","1413.txt"," Lexus RX 350","2013 ","JTJBK1BA9D2022035","$39,399","26,486","Exterior: ObsidianInterior: Black","Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1414","1414.txt"," Lexus ES 300h","2013 ","JTHBW1GGXD2022404","$33,899","44,833","Exterior: RedInterior: Black","eCVT","2.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1415","1415.txt"," BMW M6 57K Miles Like New What A Car Call US Today","2006 ","WBSEH93486B797864","$29,995","57,659","Exterior: GrayInterior: Red","SMG","5.0","Platinum Motors San Leandro ","14141 E 14th St San Leandro, CA 94578","(510) 900-8644","www.platinummotorsonline.com"
"1416","1416.txt"," Lexus RX 350","2013 ","JTJBK1BA3D2026890","$37,999","33,607","Exterior: Starfire PearlInterior: Black","Automatic","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1417","1417.txt"," Mercedes-Benz E-Class 3.5L","2007 ","WDBUF56X77B086535","$14,980","76,440","Exterior: Silver","7-Speed Automatic w",NA,"Auto World ","4011 Pimlico Dr Pleasanton, CA 94588","(925) 357-9603","www.bayareaautoworld.com"
"1418","1418.txt"," BMW 3 Series 328i","2012 ","WBADW7C58CE730386","$32,199","26,876","Exterior: Jet BlackInterior: Black","6-Speed","3.0","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1419","1419.txt"," Lexus IS 250","2011 ","JTHBF5C20B5147991","$26,899","36,069","Exterior: Mercury MetallicInterior: Light Gray","6-Speed","2.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1420","1420.txt"," Audi A4","2014 ","WAUAFAFL1EN030979","$27,399","11,937","Exterior: Brilliant BlackInterior: Black","CVT with Multitronic","2.0","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1421","1421.txt"," Acura ILX w","2016 ","19UDE2F70GA010696",NA,"2,578","Exterior: Catalina Blue PearlInterior: Graystone","Automatic","2.4","Acura of Fremont ","5700 Cushing Pkwy Fremont, CA 94538","(510) 788-2855","www.acuraoffremont.com"
"1422","1422.txt"," Cadillac Escalade EXT Luxury AWD 4dr","2012 ","3GYT4NEFXCG204228","$41,888","68,023","Exterior: WhiteInterior: Black","A","6.2","A&H Motors ","2521 Monument Blvd Concord, CA 94520","(925) 892-3085","www.ahmotors.com"
"1423","1423.txt"," Jaguar XF","2013 ","SAJWA0ES2DPS80147","$30,999","30,678","Exterior: BlackInterior: Warm Charcoal","8-Speed Automatic","2.0","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1424","1424.txt"," Lexus LS 460 L","2015 ","JTHGL5EF7F5054129","$79,599","12,333","Exterior: ObsidianInterior: Black","8-Speed Automatic with Sequential Shift","4.6","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1425","1425.txt"," Lexus RX 350","2015 ","2T2ZK1BAXFC182829","$43,889","7,779","Exterior: Nebula Gray PearlInterior: Black","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1426","1426.txt"," Infiniti G37 Sport","2012 ","JN1CV6FE0CM201417","$29,799","43,781","Exterior: Graphite ShadowInterior: Graphite",NA,"3.7","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1427","1427.txt"," Lexus RX 350","2013 ","2T2ZK1BA8DC088526","$37,399","28,482","Exterior: Stargazer BlackInterior: Black","6-Speed Automatic with Sequential Shift ECT-i","3.5","Lexus of Concord ","2101 Market St Concord, CA 94520","(925) 392-0891","lexusofconcord.com"
"1428","1428.txt"," Nissan Armada SE 4WD 4dr SUV","2004 ","5N1AA08BX4N713645","$15,997","70,237","Exterior: SilverInterior: Gray","Automatic 5-Speed",NA,"Sac Truck Depot ","3324 Fulton Ave Sacramento, CA 95821","(855) 980-0377","www.sactruckdepot.com/"
"1429","1429.txt"," Saab 9-3 Aero 2dr Convertible","2008 ","YS3FH71U886002626","$15,997","41,225","Exterior: WhiteInterior: Black","Automatic 6-Speed",NA,"Sac Truck Depot ","3324 Fulton Ave Sacramento, CA 95821","(855) 980-0377","www.sactruckdepot.com/"
